KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,732.43,521.07 (-28.9 %),610.03 (-16.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),88.97 (+12.1 %)
Energy bought (kWh),3448.2,3166.4 (-8.2 %),3598.7 (+4.4 %)
Energy sold (kWh),403.7,16.2 (-96.0 %),448.5 (+11.1 %)
