KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,284.05,255.42 (-10.1 %),276.96 (-2.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.54 (+7.6 %)
Energy bought (kWh),3466.3,3088.3 (-10.9 %),3426.2 (-1.2 %)
Energy sold (kWh),467.3,46.9 (-90.0 %),391.8 (-16.1 %)
