KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,261.57,203.28 (-22.3 %),252.50 (-3.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),49.22 (+18.8 %)
Energy bought (kWh),3410.8,2683.6 (-21.3 %),3518.8 (+3.2 %)
Energy sold (kWh),906.3,24.2 (-97.3 %),874.3 (-3.5 %)
