KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,760.95,469.13 (-38.3 %),577.94 (-24.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),108.81 (+14.3 %)
Energy bought (kWh),3680.3,2870.8 (-22.0 %),3416.0 (-7.2 %)
Energy sold (kWh),1039.9,76.0 (-92.7 %),630.3 (-39.4 %)
