KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,461.66,423.88 (-8.2 %),450.46 (-2.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),26.58 (+5.8 %)
Energy bought (kWh),5669.5,5154.6 (-9.1 %),5586.5 (-1.5 %)
Energy sold (kWh),591.3,16.0 (-97.3 %),471.6 (-20.2 %)
