KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,465.64,419.07 (-10.0 %),473.62 (+1.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),54.55 (+11.7 %)
Energy bought (kWh),5853.9,5332.6 (-8.9 %),6264.6 (+7.0 %)
Energy sold (kWh),712.2,45.7 (-93.6 %),990.2 (+39.0 %)
